	venue	innings	ball	batting_team	bowling_team	batsmen	bowlers	runs
1120	Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium	2	5.7	Rising Pune supergiant	Delhi Daredevils	"UT Khawaja,GJ Bailey,AM Rahane"	"NM Coulter-Nile,Z Khan,CH Morris"	44
1121	M Chinnaswamy Stadium	1	5.6	Royal Challengers Bangalore	Kings XI Punjab	"CH Gayle,V Kohli"	"Sandeep Sharma,KC Cariappa,AR Patel,MM Sharma,KJ Abbott"	63
1122	M Chinnaswamy Stadium	2	5.8	Kings XI Punjab	Royal Challengers Bangalore	"HM Amla,Gurkeerat Singh,AR Patel,WP Saha,DA Miller,M Vijay"	"YS Chahal,S Aravind,STR Binny,SR Watson,CJ Jordan"	59
1123	Green Park	1	5.7	Kolkata Knight Riders	Gujarat Lions	"MK Pandey,RV Uthappa,G Gambhir,PP Chawla"	"DR Smith,DS Kulkarni,P Kumar"	44
1124	Green Park	2	5.7	Gujarat Lions	Kolkata Knight Riders	"AJ Finch,SK Raina,KD Karthik,BB McCullum,DR Smith"	"AS Rajpoot,M Morkel,SP Narine"	55
1125	Shaheed Veer Narayan Singh International Stadium	1	5.6	Sunrisers Hyderabad	Delhi Daredevils	"S Dhawan,DA Warner"	"NM Coulter-Nile,Z Khan,CR Brathwaite,J Yadav"	46
1126	Shaheed Veer Narayan Singh International Stadium	2	5.6	Delhi Daredevils	Sunrisers Hyderabad	"RR Pant,Q de Kock,KK Nair"	"BB Sran,Mustafizur Rahman,B Kumar"	37
1127	Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium	1	5.6	Kings XI Punjab	Rising Pune supergiant	"HM Amla,M Vijay"	"IK Pathan,AB Dinda,DL Chahar,NLTC Perera"	52
1128	Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium	2	5.6	Rising Pune supergiant	Kings XI Punjab	"UT Khawaja,GJ Bailey,AM Rahane"	"Sandeep Sharma,MM Sharma,KJ Abbott"	44
1129	Green Park	1	5.6	Mumbai Indians	Gujarat Lions	"N Rana,KH Pandya,JC Buttler,MJ Guptill,RG Sharma"	"DR Smith,DS Kulkarni,P Kumar"	49
113	Dr DY Patil Sports Academy	1	5.6	Chennai Super Kings	Rajasthan Royals	"PA Patel,SK Raina,S Vidyut"	"MM Patel,Sohail Tanvir,SR Watson,YK Pathan"	42
1130	Green Park	2	5.6	Gujarat Lions	Mumbai Indians	"AJ Finch,SK Raina,BB McCullum"	"JJ Bumrah,R Vinay Kumar,MJ McClenaghan,KH Pandya"	70
1131	Eden Gardens	1	5.6	Kolkata Knight Riders	Sunrisers Hyderabad	"C Munro,RV Uthappa,G Gambhir"	"DJ Hooda,BB Sran,KS Williamson,B Kumar"	48
1132	Eden Gardens	2	5.6	Sunrisers Hyderabad	Kolkata Knight Riders	"NV Ojha,S Dhawan,DA Warner"	"AS Rajpoot,Shakib Al Hasan,YK Pathan,SP Narine"	48
1133	Shaheed Veer Narayan Singh International Stadium	1	5.6	Delhi Daredevils	Royal Challengers Bangalore	"RR Pant,Q de Kock,KK Nair"	"YS Chahal,S Aravind,STR Binny,SR Watson,CJ Jordan"	43
1134	Shaheed Veer Narayan Singh International Stadium	2	5.6	Royal Challengers Bangalore	Delhi Daredevils	"CH Gayle,KL Rahul,V Kohli,AB de Villiers"	"Z Khan,CH Morris"	49
1135	M Chinnaswamy Stadium	1	5.6	Gujarat Lions	Royal Challengers Bangalore	"AJ Finch,SK Raina,KD Karthik,BB McCullum,DR Smith"	"S Aravind,Iqbal Abdulla,SR Watson"	23
1136	M Chinnaswamy Stadium	2	5.6	Royal Challengers Bangalore	Gujarat Lions	"V Kohli,Sachin Baby,KL Rahul,AB de Villiers,CH Gayle,STR Binny,SR Watson"	"DS Kulkarni,RA Jadeja,P Kumar"	31
1137	Feroz Shah Kotla	1	5.7	Sunrisers Hyderabad	Kolkata Knight Riders	"MC Henriques,S Dhawan,DA Warner"	"M Morkel,YK Pathan,SP Narine"	43
1138	Feroz Shah Kotla	2	5.6	Kolkata Knight Riders	Sunrisers Hyderabad	"C Munro,RV Uthappa,G Gambhir"	"DJ Hooda,BB Sran,Mustafizur Rahman,B Kumar"	46
1139	Feroz Shah Kotla	1	5.6	Gujarat Lions	Sunrisers Hyderabad	"SK Raina,ER Dwivedi,BB McCullum,KD Karthik"	"TA Boult,BB Sran,B Kumar,Bipul Sharma"	38
114	Dr DY Patil Sports Academy	2	5.6	Rajasthan Royals	Chennai Super Kings	"SA Asnodkar,Kamran Akmal,Niraj Patel"	"M Ntini,MS Gony"	41
1140	Feroz Shah Kotla	2	5.6	Sunrisers Hyderabad	Gujarat Lions	"Yuvraj Singh,MC Henriques,S Dhawan,DA Warner"	"DR Smith,DS Kulkarni,P Kumar,SK Raina"	46
1141	M Chinnaswamy Stadium	1	5.7	Sunrisers Hyderabad	Royal Challengers Bangalore	"S Dhawan,DA Warner"	"S Aravind,CH Gayle,SR Watson"	59
1142	M Chinnaswamy Stadium	2	5.6	Royal Challengers Bangalore	Sunrisers Hyderabad	"CH Gayle,V Kohli"	"BCJ Cutting,BB Sran,Mustafizur Rahman,B Kumar"	59
1143	Rajiv Gandhi International Stadium	1	5.6	Sunrisers Hyderabad	Royal Challengers Bangalore	"MC Henriques,S Dhawan,DA Warner"	"YS Chahal,TS Mills,S Aravind,A Choudhary,SR Watson"	59
1144	Rajiv Gandhi International Stadium	2	5.6	Royal Challengers Bangalore	Sunrisers Hyderabad	"CH Gayle,Mandeep Singh,TM Head"	"Rashid Khan,BCJ Cutting,B Kumar,A Nehra"	54
1145	Maharashtra Cricket Association Stadium	1	5.6	Mumbai Indians	Rising Pune Supergiant	"PA Patel,RG Sharma,JC Buttler"	"Imran Tahir,AB Dinda,BA Stokes,DL Chahar"	61
1146	Maharashtra Cricket Association Stadium	2	5.6	Rising Pune Supergiant	Mumbai Indians	"MA Agarwal,SPD Smith,AM Rahane"	"TG Southee,JJ Bumrah,MJ McClenaghan,HH Pandya"	59
1147	Saurashtra Cricket Association Stadium	1	5.6	Gujarat Lions	Kolkata Knight Riders	"JJ Roy,SK Raina,BB McCullum"	"TA Boult,CR Woakes,SP Narine,PP Chawla"	52
1148	Saurashtra Cricket Association Stadium	2	5.6	Kolkata Knight Riders	Gujarat Lions	"CA Lynn,G Gambhir"	"S Kaushik,DS Kulkarni,P Kumar,MS Gony"	73
1149	M Chinnaswamy Stadium	1	5.6	Royal Challengers Bangalore	Delhi Daredevils	"CH Gayle,Mandeep Singh,SR Watson,KM Jadhav"	"Z Khan,CH Morris,S Nadeem,PJ Cummins"	41
115	Newlands	1	5.6	Royal Challengers Bangalore	Rajasthan Royals	"KP Pietersen,R Dravid,LRPL Taylor,JD Ryder,RV Uthappa"	"MM Patel,Kamran Khan,AD Mascarenhas"	29
1150	M Chinnaswamy Stadium	2	5.6	Delhi Daredevils	Royal Challengers Bangalore	"SW Billings,AP Tare,KK Nair,SV Samson"	"Iqbal Abdulla,YS Chahal,TS Mills,B Stanlake"	43
1151	Holkar Cricket Stadium	1	5.6	Rising Pune Supergiant	Kings XI Punjab	"MA Agarwal,SPD Smith,AM Rahane"	"AR Patel,Sandeep Sharma,MM Sharma"	35
1152	Holkar Cricket Stadium	2	5.6	Kings XI Punjab	Rising Pune Supergiant	"HM Amla,AR Patel,WP Saha,M Vohra"	"Imran Tahir,AB Dinda,BA Stokes,DT Christian"	56
1153	Rajiv Gandhi International Stadium	1	5.6	Gujarat Lions	Sunrisers Hyderabad	"JJ Roy,SK Raina,AJ Finch,BB McCullum"	"Rashid Khan,A Nehra,Bipul Sharma,B Kumar"	40
1154	Rajiv Gandhi International Stadium	2	5.6	Sunrisers Hyderabad	Gujarat Lions	"MC Henriques,S Dhawan,DA Warner"	"SK Raina,Tejas Baroka,P Kumar,DS Kulkarni"	59
1155	Wankhede Stadium	1	5.8	Kolkata Knight Riders	Mumbai Indians	"MK Pandey,CA Lynn,RV Uthappa,G Gambhir"	"JJ Bumrah,MJ McClenaghan,KH Pandya,SL Malinga"	59
1156	Wankhede Stadium	2	5.7	Mumbai Indians	Kolkata Knight Riders	"PA Patel,JC Buttler"	"TA Boult,CR Woakes,Kuldeep Yadav,SP Narine"	49
1157	Holkar Cricket Stadium	1	5.6	Royal Challengers Bangalore	Kings XI Punjab	"Mandeep Singh,KM Jadhav,Vishnu Vinod,AB de Villiers,SR Watson"	"AR Patel,Sandeep Sharma,VR Aaron,MM Sharma"	23
1158	Holkar Cricket Stadium	2	5.6	Kings XI Punjab	Royal Challengers Bangalore	"HM Amla,M Vohra"	"Iqbal Abdulla,SR Watson,B Stanlake,TS Mills"	62
1159	Maharashtra Cricket Association Stadium	1	5.7	Delhi Daredevils	Rising Pune Supergiant	"SW Billings,AP Tare,SV Samson"	"AB Dinda,BA Stokes,DL Chahar"	62
116	Newlands	2	5.6	Rajasthan Royals	Royal Challengers Bangalore	"SA Asnodkar,Niraj Patel,GC Smith,T Henderson"	"P Kumar,R Vinay Kumar,DW Steyn"	14
1160	Maharashtra Cricket Association Stadium	2	5.7	Rising Pune Supergiant	Delhi Daredevils	"MA Agarwal,F du Plessis,RA Tripathi,AM Rahane"	"Z Khan,CH Morris,PJ Cummins,S Nadeem"	50
1161	Wankhede Stadium	1	5.6	Sunrisers Hyderabad	Mumbai Indians	"S Dhawan,DA Warner"	"Harbhajan Singh,JJ Bumrah,SL Malinga"	34
1162	Wankhede Stadium	2	5.6	Mumbai Indians	Sunrisers Hyderabad	"PA Patel,N Rana,RG Sharma,JC Buttler"	"Rashid Khan,Mustafizur Rahman,B Kumar,A Nehra"	61
1163	Eden Gardens	1	5.6	Kings XI Punjab	Kolkata Knight Riders	"HM Amla,MP Stoinis,M Vohra"	"CR Woakes,SP Narine,UT Yadav,PP Chawla,TA Boult"	57
1164	Eden Gardens	2	5.6	Kolkata Knight Riders	Kings XI Punjab	"RV Uthappa,G Gambhir,SP Narine"	"VR Aaron,Sandeep Sharma,I Sharma,GJ Maxwell"	76
1165	M Chinnaswamy Stadium	1	5.6	Royal Challengers Bangalore	Mumbai Indians	"CH Gayle,V Kohli"	"Harbhajan Singh,TG Southee,MJ McClenaghan"	41
1166	M Chinnaswamy Stadium	2	5.6	Mumbai Indians	Royal Challengers Bangalore	"PA Patel,KA Pollard,N Rana,JC Buttler,MJ McClenaghan,RG Sharma"	"S Aravind,S Badree,STR Binny,TS Mills"	21
1167	Saurashtra Cricket Association Stadium	1	5.6	Rising Pune Supergiant	Gujarat Lions	"RA Tripathi,SPD Smith,BA Stokes,AM Rahane"	"P Kumar,SB Jakati,AJ Tye,Basil Thampi"	64
1168	Saurashtra Cricket Association Stadium	2	5.6	Gujarat Lions	Rising Pune Supergiant	"DR Smith,BB McCullum"	"BA Stokes,Ankit Sharma,SN Thakur,LH Ferguson,Imran Tahir"	61
1169	Eden Gardens	1	5.6	Kolkata Knight Riders	Sunrisers Hyderabad	"MK Pandey,RV Uthappa,G Gambhir,SP Narine"	"Rashid Khan,BCJ Cutting,B Kumar,A Nehra"	40
117	Newlands	1	5.6	Mumbai Indians	Chennai Super Kings	"ST Jayasuriya,SR Tendulkar,S Dhawan"	"T Thushara,MS Gony,A Flintoff"	40
1170	Eden Gardens	2	5.6	Sunrisers Hyderabad	Kolkata Knight Riders	"S Dhawan,DA Warner"	"TA Boult,UT Yadav,Kuldeep Yadav,SP Narine"	45
1171	Feroz Shah Kotla	1	5.6	Delhi Daredevils	Kings XI Punjab	"SW Billings,SV Samson"	"AR Patel,Sandeep Sharma,VR Aaron,MM Sharma"	49
1172	Feroz Shah Kotla	2	5.6	Kings XI Punjab	Delhi Daredevils	"HM Amla,WP Saha,M Vohra,DA Miller,EJG Morgan"	"Z Khan,CH Morris,PJ Cummins,S Nadeem"	40
1173	Wankhede Stadium	1	5.6	Gujarat Lions	Mumbai Indians	"DR Smith,SK Raina,BB McCullum"	"Harbhajan Singh,JJ Bumrah,MJ McClenaghan,SL Malinga"	46
1174	Wankhede Stadium	2	5.6	Mumbai Indians	Gujarat Lions	"PA Patel,N Rana,JC Buttler"	"MM Patel,P Kumar,AJ Tye,Basil Thampi"	56
1175	M Chinnaswamy Stadium	1	5.7	Rising Pune Supergiant	Royal Challengers Bangalore	"RA Tripathi,AM Rahane"	"AF Milne,S Badree,SR Watson,S Aravind"	55
1176	M Chinnaswamy Stadium	2	5.6	Royal Challengers Bangalore	Rising Pune Supergiant	"Mandeep Singh,V Kohli,AB de Villiers"	"DT Christian,SN Thakur,JD Unadkat,BA Stokes"	42
1177	Feroz Shah Kotla	1	5.6	Delhi Daredevils	Kolkata Knight Riders	"SW Billings,SV Samson"	"CR Woakes,UT Yadav,Kuldeep Yadav,SP Narine,NM Coulter-Nile"	53
1178	Feroz Shah Kotla	2	5.6	Kolkata Knight Riders	Delhi Daredevils	"MK Pandey,G Gambhir,RV Uthappa,C de Grandhomme,YK Pathan"	"Z Khan,CH Morris,PJ Cummins"	49
1179	Rajiv Gandhi International Stadium	1	5.6	Sunrisers Hyderabad	Kings XI Punjab	"MC Henriques,S Dhawan,DA Warner"	"Sandeep Sharma,I Sharma,MM Sharma"	29
118	Newlands	2	5.7	Chennai Super Kings	Mumbai Indians	"PA Patel,SK Raina,ML Hayden,A Flintoff"	"Z Khan,DJ Bravo,SL Malinga"	40
1180	Rajiv Gandhi International Stadium	2	5.7	Kings XI Punjab	Sunrisers Hyderabad	"HM Amla,M Vohra,EJG Morgan,GJ Maxwell"	"Rashid Khan,B Kumar,S Kaul,Mohammad Nabi,BB Sran"	51
1181	Saurashtra Cricket Association Stadium	1	5.6	Royal Challengers Bangalore	Gujarat Lions	"CH Gayle,V Kohli"	"DS Kulkarni,RA Jadeja,AJ Tye,Basil Thampi"	45
1182	Saurashtra Cricket Association Stadium	2	5.6	Gujarat Lions	Royal Challengers Bangalore	"DR Smith,SK Raina,AJ Finch,BB McCullum"	"S Aravind,P Negi,YS Chahal"	57
1183	Rajiv Gandhi International Stadium	1	5.6	Sunrisers Hyderabad	Delhi Daredevils	"KS Williamson,S Dhawan,DA Warner"	"Z Khan,CH Morris,PJ Cummins,J Yadav"	39
1184	Rajiv Gandhi International Stadium	2	5.6	Delhi Daredevils	Sunrisers Hyderabad	"SW Billings,KK Nair,SV Samson"	"Rashid Khan,Mohammed Siraj,S Kaul,B Kumar"	56
1185	Holkar Cricket Stadium	1	5.6	Kings XI Punjab	Mumbai Indians	"HM Amla,WP Saha,SE Marsh"	"Harbhajan Singh,MJ McClenaghan,SL Malinga,HH Pandya"	46
1186	Holkar Cricket Stadium	2	5.7	Mumbai Indians	Kings XI Punjab	"PA Patel,N Rana,JC Buttler"	"Sandeep Sharma,MP Stoinis,I Sharma,MM Sharma"	82
1187	Eden Gardens	1	5.6	Kolkata Knight Riders	Gujarat Lions	"RV Uthappa,G Gambhir,SP Narine"	"JP Faulkner,SK Raina,Basil Thampi,DS Kulkarni,P Kumar"	65
1188	Eden Gardens	2	5.6	Gujarat Lions	Kolkata Knight Riders	"AJ Finch,SK Raina,BB McCullum"	"NM Coulter-Nile,Shakib Al Hasan,SP Narine"	72
1189	Wankhede Stadium	1	5.6	Mumbai Indians	Delhi Daredevils	"PA Patel,N Rana,RG Sharma,JC Buttler"	"K Rabada,Z Khan,CH Morris"	48
119	Newlands	1	5.7	Kings XI Punjab	Delhi Daredevils	"K Goel,RS Bopara"	"PJ Sangwan,DP Nannes,AM Salvi,VY Mahesh"	67
1190	Wankhede Stadium	2	5.7	Delhi Daredevils	Mumbai Indians	"RR Pant,SS Iyer,K Rabada,KK Nair,SV Samson,AP Tare,CJ Anderson"	"MG Johnson,JJ Bumrah,MJ McClenaghan"	23
1191	Maharashtra Cricket Association Stadium	1	5.6	Sunrisers Hyderabad	Rising Pune Supergiant	"S Dhawan,DA Warner"	"Washington Sundar,BA Stokes,JD Unadkat,SN Thakur"	45
1192	Maharashtra Cricket Association Stadium	2	5.6	Rising Pune Supergiant	Sunrisers Hyderabad	"SPD Smith,RA Tripathi,AM Rahane"	"Mohammed Siraj,S Kaul,B Kumar,Bipul Sharma"	55
1193	Saurashtra Cricket Association Stadium	1	5.6	Kings XI Punjab	Gujarat Lions	"HM Amla,SE Marsh,M Vohra"	"SK Raina,Basil Thampi,SS Agarwal,AJ Tye,NB Singh"	50
1194	Saurashtra Cricket Association Stadium	2	5.6	Gujarat Lions	Kings XI Punjab	"AJ Finch,SK Raina,KD Karthik,BB McCullum"	"T Natarajan,Sandeep Sharma,KC Cariappa,MM Sharma"	50
1195	Eden Gardens	1	5.6	Kolkata Knight Riders	Royal Challengers Bangalore	"RV Uthappa,G Gambhir,SP Narine"	"S Aravind,S Badree,STR Binny,TS Mills"	65
1196	Eden Gardens	2	5.6	Royal Challengers Bangalore	Kolkata Knight Riders	"Mandeep Singh,KM Jadhav,V Kohli,AB de Villiers,CH Gayle,STR Binny"	"NM Coulter-Nile,UT Yadav"	39
1197	Wankhede Stadium	1	5.6	Rising Pune Supergiant	Mumbai Indians	"RA Tripathi,AM Rahane"	"KV Sharma,MG Johnson,JJ Bumrah,MJ McClenaghan"	48
1198	Wankhede Stadium	2	5.7	Mumbai Indians	Rising Pune Supergiant	"PA Patel,N Rana,JC Buttler"	"Washington Sundar,SN Thakur,JD Unadkat,BA Stokes"	44
1199	Maharashtra Cricket Association Stadium	1	5.6	Rising Pune Supergiant	Kolkata Knight Riders	"RA Tripathi,AM Rahane"	"CR Woakes,UT Yadav,SP Narine"	57
12	Rajiv Gandhi International Stadium	1	5.6	Deccan Chargers	Delhi Daredevils	"VVS Laxman,A Symonds,Y Venugopal Rao,AC Gilchrist"	"GD McGrath,Mohammad Asif"	25
120	Newlands	1	5.7	Kolkata Knight Riders	Deccan Chargers	"BJ Hodge,A Chopra,BB McCullum,CH Gayle,SC Ganguly"	"RP Singh,Harmeet Singh,FH Edwards"	21
1200	Maharashtra Cricket Association Stadium	2	5.6	Kolkata Knight Riders	Rising Pune Supergiant	"RV Uthappa,G Gambhir,SP Narine"	"DT Christian,Washington Sundar,SN Thakur,JD Unadkat"	45
1201	M Chinnaswamy Stadium	1	5.6	Royal Challengers Bangalore	Gujarat Lions	"KM Jadhav,V Kohli,TM Head,AB de Villiers,CH Gayle"	"Basil Thampi,AJ Tye,NB Singh"	35
1202	M Chinnaswamy Stadium	2	5.6	Gujarat Lions	Royal Challengers Bangalore	"AJ Finch,SK Raina,BB McCullum,Ishan Kishan"	"S Aravind,S Badree"	49
1203	Eden Gardens	1	5.6	Delhi Daredevils	Kolkata Knight Riders	"SS Iyer,KK Nair,SV Samson"	"CR Woakes,UT Yadav,Kuldeep Yadav,SP Narine,NM Coulter-Nile"	53
1204	Eden Gardens	2	5.6	Kolkata Knight Riders	Delhi Daredevils	"RV Uthappa,G Gambhir,SP Narine"	"K Rabada,Z Khan,CH Morris,PJ Cummins,CJ Anderson"	47
1205	Punjab Cricket Association IS Bindra Stadium	1	5.6	Sunrisers Hyderabad	Kings XI Punjab	"S Dhawan,DA Warner"	"AR Patel,Anureet Singh,I Sharma,MM Sharma"	60
1206	Punjab Cricket Association IS Bindra Stadium	2	5.6	Kings XI Punjab	Sunrisers Hyderabad	"MJ Guptill,GJ Maxwell,SE Marsh,M Vohra"	"S Kaul,DJ Hooda,B Kumar,A Nehra"	59
1207	Maharashtra Cricket Association Stadium	1	5.6	Rising Pune Supergiant	Royal Challengers Bangalore	"SPD Smith,RA Tripathi,AM Rahane"	"AF Milne,S Badree,YS Chahal,S Aravind"	43
1208	Maharashtra Cricket Association Stadium	2	5.6	Royal Challengers Bangalore	Rising Pune Supergiant	"KM Jadhav,TM Head,V Kohli,AB de Villiers"	"DT Christian,DL Chahar,JD Unadkat,LH Ferguson"	39
1209	Saurashtra Cricket Association Stadium	1	5.6	Gujarat Lions	Mumbai Indians	"AJ Finch,SK Raina,KD Karthik,Ishan Kishan,BB McCullum"	"Harbhajan Singh,JJ Bumrah,MJ McClenaghan,SL Malinga"	48
121	Newlands	2	5.6	Deccan Chargers	Kolkata Knight Riders	"VVS Laxman,HH Gibbs,AC Gilchrist,RG Sharma"	"AB Dinda,I Sharma"	37
1210	Saurashtra Cricket Association Stadium	2	5.6	Mumbai Indians	Gujarat Lions	"PA Patel,N Rana,JC Buttler"	"JP Faulkner,IK Pathan,SK Raina,Basil Thampi,Ankit Soni,AJ Tye"	61
1211	Punjab Cricket Association IS Bindra Stadium	1	5.6	Delhi Daredevils	Kings XI Punjab	"RR Pant,SW Billings,SS Iyer,KK Nair,SV Samson"	"T Natarajan,Sandeep Sharma,MM Sharma"	25
1212	Punjab Cricket Association IS Bindra Stadium	2	5.7	Kings XI Punjab	Delhi Daredevils	"MJ Guptill,HM Amla"	"Mohammed Shami,K Rabada,CH Morris"	50
1213	Rajiv Gandhi International Stadium	1	5.8	Sunrisers Hyderabad	Kolkata Knight Riders	"S Dhawan,DA Warner"	"CR Woakes,UT Yadav,Kuldeep Yadav,SP Narine,NM Coulter-Nile,YK Pathan"	79
1214	Rajiv Gandhi International Stadium	2	5.6	Kolkata Knight Riders	Sunrisers Hyderabad	"MK Pandey,RV Uthappa,G Gambhir,SP Narine"	"Mohammed Siraj,S Kaul,B Kumar,MC Henriques"	44
1215	Wankhede Stadium	1	5.6	Royal Challengers Bangalore	Mumbai Indians	"Mandeep Singh,TM Head,V Kohli,AB de Villiers"	"SL Malinga,JJ Bumrah,KV Sharma,HH Pandya,MJ McClenaghan"	52
1216	Wankhede Stadium	2	5.6	Mumbai Indians	Royal Challengers Bangalore	"PA Patel,N Rana,JC Buttler"	"AF Milne,A Choudhary,YS Chahal,S Aravind"	55
1217	Maharashtra Cricket Association Stadium	1	5.6	Gujarat Lions	Rising Pune Supergiant	"BB McCullum,Ishan Kishan"	"Imran Tahir,Washington Sundar,BA Stokes,JD Unadkat"	55
1218	Maharashtra Cricket Association Stadium	2	5.6	Rising Pune Supergiant	Gujarat Lions	"BA Stokes,SPD Smith,AM Rahane,MK Tiwary,RA Tripathi"	"PJ Sangwan,JP Faulkner,Basil Thampi"	43
1219	Feroz Shah Kotla	1	5.6	Sunrisers Hyderabad	Delhi Daredevils	"KS Williamson,S Dhawan,DA Warner"	"K Rabada,CH Morris,Mohammed Shami,J Yadav"	66
122	St George's Park	1	5.6	Chennai Super Kings	Royal Challengers Bangalore	"PA Patel,ML Hayden"	"P Kumar,R Vinay Kumar,DW Steyn,JH Kallis"	68
1220	Feroz Shah Kotla	2	5.6	Delhi Daredevils	Sunrisers Hyderabad	"RR Pant,KK Nair,SV Samson"	"Mohammed Siraj,S Kaul,B Kumar,MC Henriques"	62
1221	Eden Gardens	1	5.6	Kolkata Knight Riders	Rising Pune Supergiant	"MK Pandey,SP Jackson,G Gambhir,SP Narine"	"Washington Sundar,BA Stokes,JD Unadkat"	41
1222	Eden Gardens	2	5.7	Rising Pune Supergiant	Kolkata Knight Riders	"SPD Smith,RA Tripathi,AM Rahane"	"NM Coulter-Nile,CR Woakes,UT Yadav"	74
1223	Feroz Shah Kotla	1	5.6	Gujarat Lions	Delhi Daredevils	"DR Smith,SK Raina,KD Karthik,BB McCullum"	"K Rabada,Mohammed Shami,PJ Cummins,S Nadeem"	58
1224	Feroz Shah Kotla	2	5.6	Delhi Daredevils	Gujarat Lions	"RR Pant,KK Nair,SV Samson"	"PJ Sangwan,JP Faulkner,Basil Thampi"	63
1225	M Chinnaswamy Stadium	1	5.6	Kings XI Punjab	Royal Challengers Bangalore	"MJ Guptill,HM Amla,M Vohra,SE Marsh"	"S Aravind,S Badree,A Choudhary,SR Watson"	35
1226	M Chinnaswamy Stadium	2	5.6	Royal Challengers Bangalore	Kings XI Punjab	"Mandeep Singh,KM Jadhav,V Kohli,AB de Villiers,CH Gayle"	"T Natarajan,VR Aaron,Sandeep Sharma"	46
1227	Rajiv Gandhi International Stadium	1	5.7	Rising Pune Supergiant	Sunrisers Hyderabad	"SPD Smith,RA Tripathi,AM Rahane"	"Rashid Khan,MC Henriques,A Nehra,S Kaul,B Kumar"	35
1228	Rajiv Gandhi International Stadium	2	5.6	Sunrisers Hyderabad	Rising Pune Supergiant	"Yuvraj Singh,KS Williamson,S Dhawan,DA Warner"	"Washington Sundar,BA Stokes,JD Unadkat"	47
1229	Feroz Shah Kotla	1	5.7	Mumbai Indians	Delhi Daredevils	"PA Patel,LMP Simmons"	"K Rabada,Z Khan,PJ Cummins"	60
123	St George's Park	2	5.6	Royal Challengers Bangalore	Chennai Super Kings	"P Kumar,RV Uthappa,LRPL Taylor,JH Kallis"	"JA Morkel,MS Gony,L Balaji"	46
1230	Feroz Shah Kotla	2	5.6	Delhi Daredevils	Mumbai Indians	"RR Pant,SS Iyer,KK Nair,SV Samson,PJ Cummins,MN Samuels,CJ Anderson"	"Harbhajan Singh,JJ Bumrah,MJ McClenaghan,SL Malinga"	35
1231	M Chinnaswamy Stadium	1	5.7	Royal Challengers Bangalore	Kolkata Knight Riders	"Mandeep Singh,V Kohli,TM Head,AB de Villiers,CH Gayle"	"CR Woakes,UT Yadav,SP Narine"	40
1232	M Chinnaswamy Stadium	2	5.6	Kolkata Knight Riders	Royal Challengers Bangalore	"CA Lynn,SP Narine"	"S Aravind,S Badree,A Choudhary,YS Chahal"	105
1233	Punjab Cricket Association IS Bindra Stadium	1	5.6	Kings XI Punjab	Gujarat Lions	"MJ Guptill,HM Amla,SE Marsh"	"PJ Sangwan,Basil Thampi,JP Faulkner,DS Kulkarni"	44
1234	Punjab Cricket Association IS Bindra Stadium	2	5.6	Gujarat Lions	Kings XI Punjab	"DR Smith,Ishan Kishan"	"VR Aaron,Sandeep Sharma,MM Sharma"	58
1235	Rajiv Gandhi International Stadium	1	5.6	Mumbai Indians	Sunrisers Hyderabad	"PA Patel,LMP Simmons,N Rana,RG Sharma"	"Mohammed Siraj,S Kaul,Mohammad Nabi,B Kumar"	36
1236	Rajiv Gandhi International Stadium	2	5.6	Sunrisers Hyderabad	Mumbai Indians	"MC Henriques,S Dhawan,DA Warner"	"Harbhajan Singh,JJ Bumrah,MJ McClenaghan,SL Malinga"	43
1237	Punjab Cricket Association IS Bindra Stadium	1	5.6	Kings XI Punjab	Kolkata Knight Riders	"MJ Guptill,SE Marsh,WP Saha,M Vohra"	"SP Narine,UT Yadav,C de Grandhomme"	41
1238	Punjab Cricket Association IS Bindra Stadium	2	5.6	Kolkata Knight Riders	Kings XI Punjab	"CA Lynn,G Gambhir,SP Narine"	"AR Patel,Sandeep Sharma,MJ Henry,MM Sharma"	61
1239	Green Park	1	5.6	Gujarat Lions	Delhi Daredevils	"DR Smith,SK Raina,KD Karthik,Ishan Kishan"	"Mohammed Shami,Z Khan,PJ Cummins"	50
124	Kingsmead	1	5.6	Kings XI Punjab	Kolkata Knight Riders	"K Goel,IK Pathan,RS Bopara"	"AB Dinda,I Sharma,MC Henriques"	46
1240	Green Park	2	5.6	Delhi Daredevils	Gujarat Lions	"SS Iyer,RR Pant,KK Nair,SV Samson"	"DR Smith,DS Kulkarni,PJ Sangwan,Basil Thampi"	64
1241	Wankhede Stadium	1	5.6	Kings XI Punjab	Mumbai Indians	"MJ Guptill,GJ Maxwell,WP Saha"	"SL Malinga,JJ Bumrah,KV Sharma,HH Pandya,MJ McClenaghan"	71
1242	Wankhede Stadium	2	5.6	Mumbai Indians	Kings XI Punjab	"PA Patel,LMP Simmons"	"Sandeep Sharma,MJ Henry,I Sharma,MM Sharma"	68
1243	Feroz Shah Kotla	1	5.6	Delhi Daredevils	Rising Pune Supergiant	"SS Iyer,RR Pant,KK Nair,SV Samson"	"Washington Sundar,SN Thakur,JD Unadkat,BA Stokes"	54
